Dato for oprettelse;Dato for afslutning;Indbetalt;Rest;Total;Antal Passagerer;Betalt til klient;Klient rest;betingelser;Jnr.;Flynr.;Fly Selskab
09/03/2018 19.49;25/07/2018 13.37;1.861,97;98,03;1.960,00;1;1.450,00;0;;86593;2796;BRUSSELS AIRLINES
09/03/2018 19.54;;0;8.516,93;8.516,93;2;0;2.860,00;1;86594;2797;Ryan Air Service
09/03/2018 20.23;;0;8.485,43;8.485,43;2;0;2.860,00;1;85556;2798;Norwegian Air Shuttle
09/03/2018 20.29;;0;8.516,93;8.516,93;2;0;2.860,00;1;86595;2799;Ryan Air Service
10/03/2018 08.17;;0;3.190,92;3.190,92;1;0;907,5;1;86596;2800;Air France
10/03/2018 09.48;03/05/2018 10.20;5.928,56;21,44;5.950,00;2;4.650,00;0;;;2801;Germania
10/03/2018 11.25;;0;12.535,74;12.535,74;2;0;4.350,00;1;86834;2802;Smartlynx Airlines
10/03/2018 11.58;;0;12.537,71;12.537,71;2;0;4.350,00;1;87096;2803;Thomas Cook Airlines Scandinavia
10/03/2018 15.03;08/06/2018 10.06;0;12.490,44;12.490,44;2;0;6.970,00;;86597;2804;American Airlines
11/03/2018 07.05;27/08/2018 09.45;10.484,05;2.006,39;12.490,44;2;4.350,00;0;1;86598;2805;TUIfly
11/03/2018 08.32;02/08/2018 14.15;5.813,00;0;5.813,00;1;2.175,00;0;1;86599;2806;TUIfly
11/03/2018 09.17;;0;8.595,74;8.595,74;2;0;2.860,00;1;86835;2807;Smartlynx Airlines
11/03/2018 10.32;;0;6.695,22;6.695,22;1;0;2.175,00;1;86384;2808;Thomas Cook Airlines
11/03/2018 14.19;;0;3.190,92;3.190,92;1;0;907,5;1;86600;2809;KLM Royal Dutch Airlines
11/03/2018 15.25;25/07/2018 13.37;8.440,09;0;8.440,09;3;2.722,50;0;1;86602;2810;Scandinavian Airlines System
11/03/2018 15.58;25/05/2018 10.09;10.372,00;0;10.372,00;2;6.970,00;0;;86836;2811;TUIfly
11/03/2018 17.14;10/07/2018 12.57;17.811,06;0;17.811,06;2;6.970,00;0;;86603;2812;TUIfly
11/03/2018 17.16;;0;6.717,87;6.717,87;1;0;3.485,00;;87050;2813;British Airways
11/03/2018 17.17;;0;5.781,84;5.781,84;2;0;2.900,00;;86604;2814;Lufthansa
11/03/2018 17.40;;0;3.190,92;3.190,92;1;0;1.450,00;;86605;2815;KLM Royal Dutch Airlines
11/03/2018 18.30;27/07/2018 12.02;9.030,00;0;9.030,00;2;6.970,00;0;;86837;2816;TUIfly
11/03/2018 19.55;25/07/2018 13.36;7.075,50;0;7.075,50;2;1.815,00;0;1;86323;2817;Scandinavian Airlines System
11/03/2018 20.26;;0;12.535,74;12.535,74;2;0;4.350,00;1;86838;2818;Smartlynx Airlines
12/03/2018 03.53;16/07/2018 09.39;13.368,15;4.740,00;18.108,15;3;10.455,00;0;;86841;2819;TUIfly
12/03/2018 08.50;;0;8.073,99;8.073,99;3;0;2.722,50;1;86607;2820;Ryan Air Service
12/03/2018 08.53;13/08/2018 08.31;4.565,00;0;4.565,00;1;3.485,00;0;;86608;2821;TUIfly
12/03/2018 09.28;;0;8.545,80;8.545,80;2;0;2.860,00;1;86840;2822;Corendon Airlines
12/03/2018 09.35;;0;12.533,77;12.533,77;2;0;4.350,00;1;86839;2823;Jet Time A/S
12/03/2018 09.52;;0;3.180,67;3.180,67;1;0;907,5;1;85555;2824;Norwegian Air Shuttle
12/03/2018 10.04;;0;23.880,89;23.880,89;4;0;8.700,00;1;86606;2825;Smartlynx Airlines
12/03/2018 10.09;;0;12.535,74;12.535,74;2;0;4.350,00;1;86852;2826;Air India Express
12/03/2018 10.40;12/04/2018 11.21;0;9.030,00;9.030,00;2;0;6.970,00;;86610;2827;Icelandair
12/03/2018 10.46;17/09/2018 11.55;8.946,00;0;8.946,00;2;6.970,00;0;;;2828;SAS
12/03/2018 11.02;;0;8.518,24;8.518,24;2;0;2.860,00;1;86613;2829;DAT Danish Air Transport
12/03/2018 11.47;;0;6.694,24;6.694,24;1;0;2.175,00;1;86658;2830;Thomas Cook Airlines Scandinavia
12/03/2018 11.59;19/09/2018 14.36;0;12.492,41;12.492,41;2;0;6.970,00;;86614;2831;Primera Air Scandinavia A/S
12/03/2018 12.11;04/07/2018 14.47;0;3.191,33;3.191,33;1;0;1.450,00;;86616;2832;Norwegian Air Shuttle
12/03/2018 12.15;09/04/2018 11.09;0;1.860,00;1.860,00;1;0;1.450,00;;;2833;Norwegian Air Shuttle
12/03/2018 13.36;;0;12.535,74;12.535,74;2;0;4.350,00;1;86842;2835;Smartlynx Airlines
12/03/2018 13.36;21/06/2018 16.35;8.903,32;26,68;8.930,00;2;6.970,00;0;;86618;2836;TUI fly Deutschland
12/03/2018 13.39;13/07/2018 09.44;5.960,72;0;5.960,72;2;5.960,72;0;;;2837;Jet Time A/S
12/03/2018 13.40;06/09/2018 13.56;0;12.492,41;12.492,41;2;0;6.970,00;;86620;2838;Primera Air Scandinavia A/S
12/03/2018 13.50;14/08/2018 15.04;0;8.518,24;8.518,24;2;0;2.860,00;1;86622;2839;Norwegian Air Shuttle
12/03/2018 13.51;25/07/2018 13.38;1.862,00;0;1.862,00;1;1.450,00;0;;86844;2840;Air France
12/03/2018 13.57;;0;3.190,92;3.190,92;1;0;907,5;1;86621;2841;KLM Royal Dutch Airlines
12/03/2018 14.09;21/06/2018 09.11;1.861,00;1.324,36;3.185,36;1;1.450,00;0;;86623;2842;SAS
12/03/2018 14.46;;0;20.133,26;20.133,26;5;0;11.625,00;;85732;2843;Norwegian Air Shuttle
12/03/2018 14.54;18/06/2018 10.42;0;17.860,00;17.860,00;4;0;13.940,00;;;2844;Scandinavian Airlines System
12/03/2018 15.04;;0;8.516,93;8.516,93;2;0;2.860,00;1;86615;2845;Lufthansa
12/03/2018 15.05;;0;4.558,46;4.558,46;1;0;1.430,00;1;86612;2846;Turkish Airlines
12/03/2018 15.30;26/07/2018 08.37;10.843,00;0;10.843,00;2;4.350,00;0;1;86609;2847;TUIfly
12/03/2018 15.48;26/07/2018 14.35;9.030,00;0;9.030,00;2;6.970,00;0;;86601;2848;TUIfly
12/03/2018 16.16;;0;5.781,84;5.781,84;2;0;2.900,00;;86160;2849;EasyJet
12/03/2018 17.17;;0;4.558,46;4.558,46;1;0;1.430,00;1;86550;2850;EasyJet
12/03/2018 17.32;06/09/2018 09.42;11.229,09;385,13;11.614,22;2;6.970,00;0;;86845;2851;TUIfly
12/03/2018 18.30;12/03/2018 18.45;0;4.465,00;4.465,00;1;0;3.485,00;;;2852;Delta Air Lines Inc.
12/03/2018 20.10;;0;12.490,44;12.490,44;2;0;4.350,00;1;86549;2853;Condor Flugdienst
12/03/2018 21.56;01/08/2018 14.44;2.980,05;7,42;2.987,47;1;2.325,00;0;;87130;2854;BRUSSELS AIRLINES
12/03/2018 22.13;;0;5.800,71;5.800,71;2;0;1.815,00;1;87132;2855;KLM Royal Dutch Airlines
13/03/2018 08.23;;0;4.572,24;4.572,24;1;0;1.430,00;1;86846;2856;Corendon Airlines
13/03/2018 10.32;;0;29.489,36;29.489,36;5;0;10.875,00;1;86853;2857;Smartlynx Airlines
13/03/2018 10.44;22/05/2018 18.21;9.182,25;1.951,74;11.133,99;2;6.970,00;0;;86546;2858;TUIfly
13/03/2018 10.46;16/04/2018 08.58;1.863,00;0;1.863,00;1;1.450,00;0;;;2859;KLM Cityhopper
13/03/2018 12.41;;0;3.183,54;3.183,54;1;0;1.450,00;;85639;2860;Norwegian Air Shuttle
13/03/2018 13.39;16/08/2018 09.06;5.587,50;2.513,57;8.101,07;3;2.722,50;0;1;86854;2861;DAT Danish Air Transport
13/03/2018 13.41;21/06/2018 09.11;5.579,00;984,79;6.563,79;1;3.485,00;0;;86544;2862;TUIfly
13/03/2018 13.43;;0;6.717,87;6.717,87;1;0;2.175,00;1;86855;2863;Turkish Airlines
13/03/2018 13.45;;0;6.717,87;6.717,87;1;0;3.485,00;;86847;2864;TUIfly
13/03/2018 14.04;;0;3.200,36;3.200,36;1;0;907,5;1;86856;2865;Austrian Airlines
13/03/2018 16.20;31/07/2018 11.37;4.983,00;0;4.983,00;1;3.485,00;0;;87133;2866;TUIfly
13/03/2018 18.34;17/04/2018 15.27;0;1.860,00;1.860,00;1;0;1.450,00;;86908;2867;CityJet
13/03/2018 22.49;09/07/2018 11.44;3.723,85;0;3.723,85;2;2.900,00;0;;86857;2868;CityJet
14/03/2018 02.50;;0;12.535,74;12.535,74;2;0;4.350,00;1;87051;2869;British Airways
14/03/2018 07.41;;0;8.545,80;8.545,80;2;0;2.860,00;1;86858;2870;Corendon Airlines
14/03/2018 08.39;17/05/2018 18.23;10.372,00;0;10.372,00;2;6.970,00;0;;86888;2871;TUIfly
14/03/2018 08.42;25/07/2018 13.38;5.585,92;0;5.585,92;3;4.350,00;0;;86889;2872;BRUSSELS AIRLINES
14/03/2018 08.43;;0;5.795,79;5.795,79;2;0;1.815,00;1;86979;2873;TUIfly
14/03/2018 09.37;15/06/2018 14.26;13.400,00;0;13.400,00;3;10.455,00;0;;86848;2874;Aeroflot Russian Airlines
14/03/2018 09.49;27/07/2018 11.53;8.887,00;43;8.930,00;2;6.970,00;0;;86860;2875;TUIfly
14/03/2018 10.24;03/05/2018 13.05;5.406,00;544;5.950,00;2;4.650,00;0;;86850;2876;Thomas Cook Airlines Scandinavia
14/03/2018 10.35;;0;12.486,51;12.486,51;2;0;4.350,00;1;86380;2877;Thomas Cook Airlines Scandinavia
14/03/2018 10.37;25/05/2018 09.17;5.586,00;0;5.586,00;1;3.485,00;0;;86849;2878;TUIfly
14/03/2018 11.46;;0;5.781,02;5.781,02;2;0;1.815,00;1;86269;2879;Ryan Air Service
14/03/2018 12.45;11/04/2018 13.53;0;1.860,00;1.860,00;1;0;1.450,00;;;2880;Scandinavian Airlines System
14/03/2018 12.47;;0;8.547,11;8.547,11;2;0;4.650,00;;86851;2881;Primera Air Scandinavia A/S
14/03/2018 14.38;;0;12.535,74;12.535,74;2;0;4.350,00;1;86859;2882;Smartlynx Airlines
14/03/2018 15.10;;0;26.944,72;26.944,72;8;0;18.600,00;;86815;2883;Smartlynx Airlines
14/03/2018 15.33;27/07/2018 13.30;9.030,00;0;9.030,00;2;4.350,00;0;1;86861;2884;TUIfly
14/03/2018 15.54;;0;3.199,95;3.199,95;1;0;1.450,00;;86890;2885;Norwegian Air Shuttle
14/03/2018 16.52;02/05/2018 17.29;5.297,00;653;5.950,00;2;4.650,00;0;;;2886;Thomas Cook Airlines
14/03/2018 19.29;31/07/2018 10.58;11.219,01;21,94;11.240,95;2;6.970,00;0;;86891;2887;TUIfly
14/03/2018 19.48;;0;65.297,07;65.297,07;17;0;24.310,00;1;86892;2888;Smartlynx Airlines
14/03/2018 21.52;;1.863,00;2.876,78;4.739,78;2;1.863,00;1.037,00;;86893;2889;BRUSSELS AIRLINES
15/03/2018 06.18;;0;3.199,95;3.199,95;1;0;1.450,00;;86894;2890;Air Dolomiti
15/03/2018 09.10;;0;4.572,90;4.572,90;1;0;1.430,00;1;86895;2891;Portugalia Airlines
15/03/2018 10.06;13/04/2018 09.13;1.861,00;0;1.861,00;1;1.450,00;0;;;2892;Scandinavian Airlines System
15/03/2018 10.09;06/04/2018 09.17;1.810,65;49,35;1.860,00;1;1.450,00;0;;;2893;Norwegian Air Shuttle
15/03/2018 10.45;;0;8.099,84;8.099,84;3;0;2.722,50;1;86909;2894;Norwegian Air Shuttle
15/03/2018 11.18;;0;20.378,42;20.378,42;4;0;13.940,00;;86896;2895;BRUSSELS AIRLINES
15/03/2018 11.49;;0;4.572,90;4.572,90;1;0;2.325,00;;86897;2896;Primera Air Scandinavia A/S
15/03/2018 13.01;;0;35.001,32;35.001,32;6;0;20.910,00;;86910;2897;Primera Air Scandinavia A/S
15/03/2018 14.05;15/03/2018 16.02;0;8.930,00;8.930,00;2;0;6.970,00;;;2898;British Airways
15/03/2018 14.06;25/07/2018 13.59;8.946,00;95,82;9.041,82;2;6.970,00;0;;91137;2899;British Airways
15/03/2018 14.35;;0;29.484,43;29.484,43;5;0;10.875,00;1;86911;2900;Lufthansa
15/03/2018 15.13;;0;12.531,80;12.531,80;2;0;6.970,00;;86912;2901;Thomas Cook Airlines
15/03/2018 15.50;;0;12.533,77;12.533,77;2;0;4.350,00;1;86898;2902;Smartlynx Airlines
15/03/2018 16.39;03/05/2018 13.03;2.984,00;0;2.984,00;1;2.325,00;0;;86899;2903;Thomas Cook Airlines Scandinavia
15/03/2018 19.11;;0;5.799,07;5.799,07;2;0;1.815,00;1;86900;2904;Ryan Air Service
15/03/2018 20.18;09/05/2018 09.38;4.415,55;49,45;4.465,00;1;3.485,00;0;;;2905;Norwegian Air Shuttle
15/03/2018 21.06;;0;8.544,48;8.544,48;2;0;4.650,00;;86901;2906;Corendon Airlines
15/03/2018 22.42;22/08/2018 09.53;3.702,68;2.096,39;5.799,07;2;1.815,00;0;1;86902;2907;DAT Danish Air Transport
16/03/2018 05.23;;0;8.544,48;8.544,48;2;0;2.860,00;1;86903;2908;TAP Portugal
16/03/2018 06.12;08/05/2018 11.22;4.470,00;95;4.565,00;1;3.485,00;0;;86904;2909;Air France
16/03/2018 06.18;28/06/2018 16.25;3.886,02;0;3.886,02;1;2.325,00;0;;86913;2910;BRUSSELS AIRLINES
16/03/2018 07.47;;0;23.963,61;23.963,61;4;0;8.700,00;1;86887;2911;TAP Portugal
16/03/2018 09.59;;0;27.605,69;27.605,69;7;0;16.275,00;;86886;2912;Primera Air Scandinavia A/S
16/03/2018 10.29;02/05/2018 14.49;4.470,00;0;4.470,00;1;3.485,00;0;;;2913;KLM Royal Dutch Airlines
16/03/2018 11.24;;0;5.790,87;5.790,87;2;0;1.815,00;1;87425;2914;DAT Danish Air Transport
16/03/2018 11.29;12/04/2018 12.55;1.300,00;7.630,00;8.930,00;2;1.300,00;5.670,00;;;2915;Thomas Cook Airlines
16/03/2018 11.56;;0;8.544,48;8.544,48;2;0;2.860,00;1;86885;2916;Austrian Airlines
16/03/2018 12.15;;0;3.199,54;3.199,54;1;0;1.450,00;;86884;2917;Air Baltic
16/03/2018 13.15;;0;5.779,38;5.779,38;2;0;2.900,00;;86778;2918;Scandinavian Airlines System
16/03/2018 13.24;;0;8.544,48;8.544,48;2;0;2.860,00;1;86905;2919;DAT Danish Air Transport
16/03/2018 17.29;;0;12.525,90;12.525,90;2;0;4.350,00;1;86883;2920;Smartlynx Airlines
16/03/2018 17.30;10/08/2018 13.27;11.211,57;55,68;11.267,25;2;6.970,00;0;;86882;2921;TUIfly
16/03/2018 19.56;10/07/2018 12.57;1.861,26;0;1.861,26;1;1.450,00;0;;;2922;BRUSSELS AIRLINES
16/03/2018 20.01;;0;8.540,55;8.540,55;2;0;4.650,00;;86881;2923;Primera Air Scandinavia A/S
16/03/2018 20.03;22/06/2018 13.20;1.863,00;0;1.863,00;1;1.450,00;0;;86880;2924;KLM Royal Dutch Airlines
17/03/2018 10.30;27/06/2018 15.04;0;19.770,29;19.770,29;4;0;13.940,00;;87813;2925;American Airlines
17/03/2018 10.33;;0;8.930,00;8.930,00;2;0;6.970,00;;87134;2926;TUIfly
17/03/2018 10.51;;0;6.727,87;6.727,87;2;0;2.160,00;1;86906;2927;Thomas Cook Airlines Scandinavia
17/03/2018 11.25;;0;8.540,55;8.540,55;2;0;4.650,00;;86914;2928;Primera Air Scandinavia A/S
17/03/2018 11.49;;0;5.796,61;5.796,61;2;0;1.815,00;1;86879;2929;Wizz Air Hungary
17/03/2018 12.12;07/05/2018 09.10;3.725,00;0;3.725,00;2;2.900,00;0;;;2930;Air France
17/03/2018 15.51;21/06/2018 16.37;1.837,65;22,35;1.860,00;1;1.450,00;0;;87696;2931;Lufthansa
17/03/2018 19.04;;0;6.712,95;6.712,95;1;0;2.175,00;1;86878;2932;Air India Regional
17/03/2018 20.50;27/08/2018 12.57;10.543,79;22,11;10.565,90;2;6.970,00;0;;86877;2933;TUIfly
17/03/2018 21.11;;0;4.570,27;4.570,27;1;0;2.325,00;;86876;2934;Primera Air Scandinavia A/S
17/03/2018 21.32;;0;5.790,05;5.790,05;2;0;1.815,00;1;87426;2935;KLM Royal Dutch Airlines
17/03/2018 21.37;10/07/2018 12.57;3.725,44;2.920,05;6.645,49;2;2.900,00;0;;87427;2936;CityJet
18/03/2018 01.57;;0;12.474,69;12.474,69;2;0;4.350,00;1;86387;2937;Thomas Cook Airlines Scandinavia
18/03/2018 07.10;;0;3.198,31;3.198,31;1;0;907,5;1;86875;2938;Lufthansa
18/03/2018 07.17;;0;4.570,27;4.570,27;1;0;2.325,00;;86915;2939;Primera Air Scandinavia A/S
18/03/2018 08.01;;0;4.570,27;4.570,27;1;0;2.325,00;;86874;2940;TAP Portugal
18/03/2018 08.28;;0;6.673,56;6.673,56;1;0;2.175,00;1;85780;2941;Norwegian Air Shuttle
18/03/2018 09.00;08/08/2018 15.37;11.211,57;53,71;11.265,28;2;6.970,00;0;;86980;2942;TUIfly
18/03/2018 09.16;;0;12.535,74;12.535,74;2;0;6.970,00;;87814;2943;Swiss International Air Lines
18/03/2018 11.31;;0;12.478,63;12.478,63;2;0;4.350,00;1;86385;2944;Thomas Cook Airlines Scandinavia
18/03/2018 12.13;;0;5.796,61;5.796,61;2;0;2.900,00;;86873;2945;Ryan Air Service
18/03/2018 13.17;07/09/2018 11.02;0;2.975,00;2.975,00;1;0;2.325,00;;;2946;BRUSSELS AIRLINES
18/03/2018 15.20;;0;18.367,94;18.367,94;3;0;6.525,00;1;86534;2947;Norwegian Air Shuttle
18/03/2018 15.21;;0;3.188,46;3.188,46;1;0;907,5;1;86453;2948;Norwegian Air Shuttle
18/03/2018 15.26;;0;6.673,56;6.673,56;1;0;3.485,00;;85778;2949;Norwegian Air Shuttle
18/03/2018 15.26;;0;3.185,18;3.185,18;1;0;907,5;1;86535;2950;Norwegian Air Shuttle
18/03/2018 15.32;;0;3.198,31;3.198,31;1;0;907,5;1;86869;2951;Lufthansa CityLine
18/03/2018 17.51;;5.954,88;2.975,12;8.930,00;2;5.954,88;1.015,12;;;2952;Jet Time A/S
18/03/2018 18.09;;0;6.678,48;6.678,48;1;0;3.485,00;;87500;2953;Norwegian Air Shuttle
18/03/2018 18.15;28/08/2018 09.55;6.862,00;0;6.862,00;1;2.175,00;0;1;86386;2954;Thomas Cook Airlines
18/03/2018 18.32;;0;5.796,61;5.796,61;2;0;1.815,00;1;86825;2955;KLM Royal Dutch Airlines
18/03/2018 19.28;;0;4.570,27;4.570,27;1;0;1.430,00;1;87428;2956;KLM Royal Dutch Airlines
18/03/2018 19.45;;0;4.465,00;4.465,00;1;0;2.175,00;1;87429;2957;KLM Royal Dutch Airlines
19/03/2018 00.14;;0;5.796,61;5.796,61;2;0;1.815,00;1;86872;2958;Ryan Air Service
19/03/2018 01.19;;0;6.689,31;6.689,31;1;0;2.175,00;1;86533;2959;Norwegian Air Shuttle
19/03/2018 05.26;;0;3.188,46;3.188,46;1;0;1.450,00;;86531;2960;Norwegian Air Shuttle
19/03/2018 07.57;;0;8.540,55;8.540,55;2;0;2.860,00;1;86871;2961;Corendon Airlines
19/03/2018 08.32;;0;6.687,34;6.687,34;1;0;2.175,00;1;86538;2962;Norwegian Air Shuttle
19/03/2018 09.23;;0;12.525,90;12.525,90;2;0;4.350,00;1;86868;2963;TUIfly
19/03/2018 09.26;19/07/2018 15.47;1.861,89;0;1.861,89;1;1.450,00;0;;86867;2964;BRUSSELS AIRLINES
19/03/2018 10.38;;0;18.500,88;18.500,88;3;0;6.525,00;1;86981;2965;KLM Cityhopper
19/03/2018 11.19;;0;5.776,92;5.776,92;2;0;1.815,00;1;86661;2966;Norwegian Air Shuttle
19/03/2018 12.02;;0;12.510,82;12.510,82;3;0;4.290,00;1;86870;2967;Corendon Airlines
19/03/2018 12.10;21/09/2018 12.44;0;11.728,40;11.728,40;2;0;4.350,00;1;86907;2968;Norwegian Air Shuttle
19/03/2018 12.16;25/05/2018 09.14;3.080,00;0;3.080,00;1;2.325,00;0;;86866;2969;Thomas Cook Airlines
19/03/2018 12.24;;0;8.540,55;8.540,55;2;0;2.860,00;1;86865;2970;Corendon Airlines
19/03/2018 12.32;;0;29.484,43;29.484,43;5;0;17.425,00;;87901;2971;KLM Royal Dutch Airlines
19/03/2018 12.43;08/05/2018 10.48;1.960,00;0;1.960,00;1;1.450,00;0;;86864;2972;DAT Danish Air Transport
19/03/2018 13.17;;0;46.553,58;46.553,58;8;0;17.400,00;1;86863;2973;Thomas Cook Airlines
19/03/2018 13.26;;0;1.860,00;1.860,00;1;0;1.450,00;;;2974;Scandinavian Airlines System
19/03/2018 14.11;16/04/2018 10.43;1.861,00;0;1.861,00;1;1.450,00;0;;;2975;Scandinavian Airlines System
19/03/2018 14.18;;0;8.540,55;8.540,55;2;0;2.860,00;1;86862;2976;Corendon Airlines
19/03/2018 15.18;10/09/2018 13.32;0;5.795,79;5.795,79;2;0;1.815,00;1;87185;2977;Air Berlin
19/03/2018 15.23;23/05/2018 08.38;0;4.837,23;4.837,23;2;0;2.900,00;;87430;2978;Turkish Airlines
19/03/2018 16.09;;0;16.178,47;16.178,47;4;0;5.720,00;1;86982;2979;Corendon Airlines
19/03/2018 16.20;;0;12.523,93;12.523,93;2;0;4.350,00;1;87135;2980;KLM Royal Dutch Airlines
19/03/2018 16.38;;0;6.711,96;6.711,96;1;0;2.175,00;1;87136;2981;British Airways
19/03/2018 17.44;;0;12.521,96;12.521,96;2;0;4.350,00;1;87176;2982;TUIfly
19/03/2018 18.21;;0;12.523,93;12.523,93;2;0;4.350,00;1;86983;2983;British Airways
19/03/2018 18.22;;0;3.197,89;3.197,89;1;0;907,5;1;86984;2984;Lufthansa
19/03/2018 19.39;;0;12.521,96;12.521,96;2;0;4.350,00;1;87137;2985;Smartlynx Airlines
19/03/2018 20.39;;0;15.287,37;15.287,37;6;0;5.445,00;1;88152;2986;EasyJet
19/03/2018 21.31;;0;8.093,68;8.093,68;3;0;2.722,50;1;86985;2987;BRUSSELS AIRLINES
20/03/2018 06.55;;0;6.688,33;6.688,33;1;0;2.175,00;1;86319;2988;Norwegian Air Shuttle
20/03/2018 08.17;06/04/2018 09.41;2.975,00;0;2.975,00;1;2.325,00;0;;;2989;Turkish Airlines
20/03/2018 08.24;;0;8.093,68;8.093,68;3;0;4.350,00;;86986;2990;EasyJet
20/03/2018 08.33;;0;6.688,33;6.688,33;1;0;2.175,00;1;86698;2991;Norwegian Air Shuttle
20/03/2018 08.48;;0;12.519,99;12.519,99;2;0;4.350,00;1;87138;2992;Lufthansa
20/03/2018 08.59;;0;12.519,99;12.519,99;2;0;4.350,00;1;87431;2993;Lufthansa
20/03/2018 09.04;15/08/2018 08.52;3.725,00;2.069,97;5.794,97;2;1.815,00;0;1;87139;2994;DAT Danish Air Transport
20/03/2018 09.12;;0;3.197,48;3.197,48;1;0;1.450,00;;87184;2995;Lufthansa
20/03/2018 09.13;;0;8.092,45;8.092,45;3;0;2.722,50;1;87140;2996;Austrian Airlines
20/03/2018 09.35;21/06/2018 09.11;2.298,48;0;2.298,48;1;1.450,00;0;;87404;2997;Scandinavian Airlines System
20/03/2018 09.50;06/04/2018 09.41;5.950,00;0;5.950,00;2;4.650,00;0;;;2998;Turkish Airlines
20/03/2018 10.03;13/04/2018 09.13;2.978,00;0;2.978,00;1;2.325,00;0;;;2999;Scandinavian Airlines System
20/03/2018 10.19;30/05/2018 16.37;4.950,88;1.301,97;6.252,85;2;3.642,00;0;;87728;3000;Jet Time A/S
20/03/2018 10.20;;0;18.432,93;18.432,93;3;0;6.525,00;1;87175;3001;Norwegian Air Shuttle
20/03/2018 11.27;26/04/2018 09.54;2.953,92;21,08;2.975,00;1;2.325,00;0;;;3002;Air Malta
20/03/2018 12.42;;0;24.801,08;24.801,08;5;0;17.425,00;;87028;3003;Thomas Cook Airlines
20/03/2018 12.58;;0;6.687,34;6.687,34;1;0;2.175,00;1;86532;3004;Norwegian Air Shuttle
20/03/2018 14.43;18/04/2018 12.48;2.185,00;45;2.230,00;1;1.742,10;0;;;3005;Lufthansa
20/03/2018 14.55;;0;4.568,96;4.568,96;1;0;2.325,00;;87141;3006;Primera Air Scandinavia A/S
20/03/2018 15.42;;0;4.568,96;4.568,96;1;0;1.430,00;1;87142;3007;Corendon Airlines
20/03/2018 16.15;;0;4.565,00;4.565,00;1;0;2.175,00;1;86158;3008;Air Greenland
20/03/2018 16.59;;0;8.537,92;8.537,92;2;0;4.650,00;;87143;3009;Corendon Airlines
20/03/2018 17.05;;0;29.336,72;29.336,72;5;0;10.875,00;1;86777;3010;Norwegian Air Shuttle
20/03/2018 17.48;;0;3.197,48;3.197,48;1;0;907,5;1;87174;3011;Lufthansa
20/03/2018 17.56;;0;12.519,99;12.519,99;2;0;6.970,00;;87183;3012;Thomas Cook Airlines
20/03/2018 18.53;;0;12.474,69;12.474,69;2;0;4.350,00;1;86697;3013;Norwegian Air Shuttle
20/03/2018 19.37;;0;4.568,96;4.568,96;1;0;1.430,00;1;87173;3014;Corendon Airlines
20/03/2018 20.06;;8.941,08;0;8.941,08;3;8.941,08;0;;;3015;Jet Time A/S
20/03/2018 20.16;;0;3.197,48;3.197,48;1;0;1.450,00;;87171;3016;Ryan Air Service
20/03/2018 20.40;;0;8.537,92;8.537,92;2;0;4.650,00;;87144;3017;KLM Royal Dutch Airlines
20/03/2018 21.16;30/05/2018 17.50;5.296,88;3.635,09;8.931,97;2;5.296,88;1.673,12;;87690;3018;Jet Time A/S
20/03/2018 23.32;02/08/2018 14.15;17.883,00;0;17.883,00;4;5.800,00;0;;87145;3019;British Airways
21/03/2018 07.48;;0;12.474,69;12.474,69;2;0;4.350,00;1;86776;3020;Norwegian Air Shuttle
21/03/2018 09.07;;0;10.512,72;10.512,72;2;0;4.350,00;1;87170;3021;TUIfly
21/03/2018 09.08;;0;6.687,34;6.687,34;1;0;2.175,00;1;86694;3022;Norwegian Air Shuttle
21/03/2018 09.14;;0;6.710,98;6.710,98;1;0;3.485,00;;87146;3023;Air Dolomiti
21/03/2018 11.41;25/07/2018 13.53;4.464,00;165,99;4.629,99;1;3.485,00;0;;90231;3024;Air Greenland
21/03/2018 11.44;;0;4.568,30;4.568,30;1;0;2.325,00;;87147;3025;Primera Air Scandinavia A/S
21/03/2018 12.02;;0;6.709,99;6.709,99;1;0;2.175,00;1;87148;3026;Norwegian Air Shuttle
21/03/2018 13.02;;0;6.718,86;6.718,86;1;0;2.175,00;1;87729;3027;Finnair
21/03/2018 14.36;;0;5.764,61;5.764,61;2;0;1.815,00;1;86699;3028;Norwegian Air Shuttle
21/03/2018 14.57;;0;3.197,07;3.197,07;1;0;1.450,00;;87149;3029;Lufthansa
21/03/2018 15.48;;0;6.709,99;6.709,99;1;0;3.485,00;;87169;3030;Thomas Cook Airlines
21/03/2018 16.53;;0;16.173,22;16.173,22;4;0;9.300,00;;87131;3031;Primera Air Scandinavia A/S
21/03/2018 17.58;16/08/2018 18.37;0;3.197,07;3.197,07;1;0;1.450,00;;87168;3032;Lufthansa
21/03/2018 18.35;09/04/2018 09.42;1.865,00;0;1.865,00;1;1.450,00;0;;;3033;Scandinavian Airlines System
21/03/2018 18.39;;0;3.205,69;3.205,69;1;0;907,5;1;87689;3034;Lufthansa
21/03/2018 19.10;10/07/2018 14.30;1.862,62;97,38;1.960,00;1;1.450,00;0;;86210;3035;CityJet
21/03/2018 19.37;09/08/2018 11.32;0;12.472,72;12.472,72;2;0;4.350,00;1;86537;3036;Norwegian Air Shuttle
21/03/2018 20.56;09/07/2018 13.38;4.420,00;0;4.420,00;1;3.485,00;0;;87167;3037;Lufthansa
